SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS
118864,"1,2",I am a 69-year-old man. I was born in Philippines. I am a Accountant and auditor. I made $25.2K last year. I studied Accounting in college.,I live with my female partner.,"We live in the Los Angeles-Long Beach-Anaheim, California area. We live in a house built before 1939 with 3 bedrooms. We own our home. our annual property taxes are $ 3,000 - 3,099.","2: My female partner is 55-year-old. She was born in Philippines. She is a Production, planning, and expediting clerk. She made $40K last year. She studied Business Management and Administration. she leaves for work at around 6:32 AM. It takes her about 30 minutes to get to work."
1392439,"1,2,3",I am a 65-year-old man. I was born in Germany. I am a manager. I did not have personal income last year. I studied Marketing and Marketing Research in college.,I live with my grandson and my brother.,"We live in the San Antonio-New Braunfels, Texas area. We live in a house built around 1990 with 3 bedrooms. We own our home. our annual property taxes are $ 3,300 - 3,399.",2: My brother is 67-year-old. He was born in Germany. He works as a Surface mining machine operator and earth driller. He made $17.4K last year. He studied Marketing and Marketing Research. | 3: My grandson is 1-year-old. He was born in Florida.
1068334,"1,2",I am a 66-year-old man. I was born in Michigan. I am a Supervisor of production and operating worker. I made $11.8K last year.,I live with my female partner.,"We live in Ohio. We live in a house built in the 1950s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,500 - 3,599.",2: My female partner is 64-year-old. She was born in Ohio. She is a Interviewer. She made $7.5K last year.
603652,"1,2,3",I am a 67-year-old woman. I was born in California. I am a Food preparation worker. I did not have personal income last year.,I live with my son and another male non-relative.,We live in Louisiana. We live in a mobile home or trailer built in the 1980s with 2 bedrooms. We own our home.,2: My son is 35-year-old. He has trouble with his vision. He was born in California. he have been looking for work. He works as a painter and paperhanger. He did not have personal income last year. | 3: My other non-relatives is 63-year-old. He was born in Louisiana. He works as a Janitor and building cleaner. He did not have personal income last year.
612308,"1,2","I am a 43-year-old man. I was born in Louisiana. I have been looking for work. I am a Heating, air conditioning, and refrigeration mechanics and installer. I did not have personal income last year.",I live with my female partner.,We live in Louisiana. We live in a mobile home or trailer built in the 1980s with 2 bedrooms. We own our home.,"2: My female partner is 34-year-old. She was born in Texas. She is a Laborer and freight, stock, and material mover, hand. She did not have personal income last year."
1040584,"1,2",I am a 81-year-old man. I was born in North Carolina. I am a Services sales representative. I made $17K last year.,I live with my son.,"We live in the Burlington, North Carolina area. We live in a house built in the 1970s with 3 bedrooms.",2: My son is 53-year-old. He was born in North Carolina. He works as a agricultural worker. He made $2.3K last year. he leaves for work at around 1:45 AM. It takes him about 30 minutes to get to work.
203813,"1,2",I am a 75-year-old woman. I was born in Minnesota. I am a Office clerk. I made $23K last year.,I live with my sister.,"We live in the San Diego-Chula Vista-Carlsbad, California area. We live in a mobile home or trailer built in the 1960s with 2 bedrooms. We own our home.",2: My sister is 77-year-old. She was born in California. She is a Office clerk. She made $25K last year.
380487,"1,2,3",I am a 71-year-old woman. I have trouble with my hearing. I was born in Florida. I am a Childcare worker. I made $13.2K last year.,I live with my daughter and my grandson.,"We live in the Miami-Fort Lauderdale-West Palm Beach, Florida area. We live in a house built in the 1960s with 5 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 2,500 - 2,599.",2: My daughter is 41-year-old. She was born in Florida. She is a Construction laborer. She did not have personal income last year. | 3: My grandson is 4-year-old. He was born in Florida.
1108633,"1,2",I am a 54-year-old man. I moved last year. I was born in Oklahoma. I am a Roofer. I made $17K last year. I drive to work. I leave for work at around 6:02 AM. It takes me about 20 minutes to get to work.,I live with another female non-relative.,We live in Oklahoma. We live in a house built in the 1960s with 1 bedrooms. We rent. our rent is $400-499  ($400+ Puerto Rico) per month.,2: My other non-relatives is 44-year-old. She was born in Missouri. she have been looking for work. She is a Cook. She made $9K last year.
1351728,"1,2,3",I am a 87-year-old woman. I moved last year. I have trouble with my hearing. I was born in Texas. I made $1.4K last year.,I live with 2 sons.,"We live in the Laredo, Texas area. We live in a house built before 1939 with 3 bedrooms.",2: My son is 66-year-old. He was born in Texas. He works as a Landscaping and groundskeeping worker. He made $39.7K last year. he leaves for work at around 8:22 AM. It takes him about 15 minutes to get to work. | 3: My son is 64-year-old. He was born in Texas. He works as a Janitor and building cleaner. He made $20K last year. he leaves for work at around 9:02 AM. It takes him about 20 minutes to get to work.
1059687,"1,2",I am a 61-year-old woman. I was born in Ohio. I am a Medical assistant. I made $32K last year.,I live with my male partner.,"We live in Ohio. We live in a house built in the 1950s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,500 - 3,599.",2: My male partner is 67-year-old. He was born in Ohio. He works as a Construction manager. He made $46.8K last year.
767855,"1,2,3,4",I am a 52-year-old woman. I am a veteran. I was born in Missouri. I am a teacher and instructor. I made $142K last year. I studied Computer and Information Systems in college.,"I live with my mother, my sister, and another male relative.",We live in Mississippi. We live in a house built in 2021 with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 400 - 449.,2: My sister is 51-year-old. She was born in Missouri. She made $15K last year. | 3: My mother is 72-year-old. She has trouble with her hearing. She was born in Missouri. She is a Preschool and kindergarten teacher. She made $15.6K last year. | 4: My other relatives is 21-year-old. He was born in Mississippi. He works as a Stocker and order filler. He did not have personal income last year.
837656,"1,2",I am a 87-year-old woman. I was born in Massachusetts. I am a Retail salesperson. I made $25K last year.,I live with my daughter.,"We live in the Boston-Cambridge-Newton, MA-NH area. We live in a house built in the 1950s with 3 bedrooms. We own our home. our annual property taxes are $6000 - 6999.",2: My daughter is 64-year-old. She was born in Massachusetts. She is a Billing and posting clerk. She made $12K last year.
443694,"1,2",I am a 73-year-old man. I was born in California. I am a Sales supervisor. I made $135K last year.,I live with my female partner.,"We live in Hawaii. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,000 - 3,099.",2: My female partner is 61-year-old. She was born in Germany. She is a Bartender. She made $16K last year.
253999,"1,2",I am a 67-year-old woman. I was born in Colorado. I am a Sales supervisor. I made $32K last year. I studied Physical and Health Education Teaching in college.,I live with my male partner.,"We live in Colorado. We live in a house built in the 1950s with 2 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 1,000 - 1,099.",2: My male partner is 67-year-old. He was born in Nebraska. He works as a Locomotive engineer and operator. He made $48.1K last year. He studied Accounting.
1476139,"1,2,3",I am a 68-year-old woman. I was born in Illinois. I am a Claims adjuster and investigator. I made $26.6K last year.,I live with my son and my male partner.,"We live in the Portland-Vancouver-Hillsboro, OR-WA area. We live in a house built before 1939 with 2 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 1,000 - 1,099.",2: My male partner is 81-year-old. He was born in Australia and New Zealand. He made $19.2K last year. | 3: My son is 40-year-old. He was born in Wisconsin. He works as a Carpenter. He made $56K last year.
1230390,"1,2,3,4,5",I am a 35-year-old man. I was born in South Carolina. I am a Chief executive and legislator. I made $132.1K last year. I studied Finance in college. I drive to work. I leave for work at around 7:02 AM. It takes me about 2 minutes to get to work.,"I live with 2 daughters, my mother, and another female non-relative.","We live in the Greenville-Anderson-Greer, South Carolina area. We live in a house built in the 1950s with 2 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 900 - 949; We also have a 2nd mortgage.",2: My daughter is 5-year-old. She was born in New York. | 3: My daughter is 2-year-old. She has trouble with her vision. She was born in New York. | 4: My mother is 60-year-old. She was born in Maine. She is a Postal service mail carrier. She made $40K last year. She studied General Education. | 5: My other non-relatives is 60-year-old. She was born in Virginia. She is a Janitor and building cleaner. She made $17.2K last year. She studied Biology.
